,id,title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
775,tm70528,Material,MOVIE,2012,Not Available,94,drama,ZA,,tt1899240,7.1,967.0,1.176,5.9
776,tm74031,Kyaa Super Kool Hain Hum,MOVIE,2012,R,137,drama,IN,,tt2027138,5.0,3926.0,3.166,5.1
777,tm181856,Jeff Dunham: Controlled Chaos,MOVIE,2011,Not Available,90,documentation,US,,tt2058636,7.4,2296.0,2.89,6.3
778,tm38013,Players,MOVIE,2012,Not Available,165,crime,IN,,tt1784589,4.2,4534.0,4.977,5.2
779,tm42306,Aiyyaa,MOVIE,2012,G,146,romance,IN,,tt2255934,4.3,1889.0,4.582,5.1
780,ts32561,Office Girls,SHOW,2011,TV-14,46,romance,TW,1.0,tt4381290,6.8,153.0,9.047,7.3
781,tm39606,Tere Naal Love Ho Gaya,MOVIE,2012,PG,126,comedy,IN,,tt2130242,5.8,4381.0,3.262,6.2
782,tm167241,Ragini MMS,MOVIE,2011,PG-13,93,horror,IN,,tt1890513,5.1,2654.0,2.033,3.8
783,ts37864,The Glamorous Imperial Concubine,SHOW,2011,TV-PG,47,drama,CN,1.0,tt2272555,6.8,156.0,3.417,7.0
784,tm71992,Grandmaster,MOVIE,2012,Not Available,130,action,IN,,tt2345561,6.9,2211.0,3.101,6.5
785,tm31948,26 Years,MOVIE,2012,Not Available,135,thriller,KR,,tt2551894,6.3,1217.0,8.673,7.0
786,tm166810,Michael,MOVIE,2011,PG-13,97,thriller,IN,,tt1754202,5.3,168.0,0.823,5.5
787,tm37573,"All's Well, Ends Well",MOVIE,2012,Not Available,118,romance,HK,,tt2051818,5.1,338.0,4.674,4.9
788,tm69915,Heroine,MOVIE,2012,Not Available,140,drama,IN,,tt1949548,5.0,4353.0,4.154,5.0
789,tm164090,Lavell Crawford: Can a Brother Get Some Love?,MOVIE,2011,NC-17,90,comedy,US,,tt2084872,6.9,234.0,2.301,6.5
790,tm37175,Jeff Dunham: Minding the Monsters,MOVIE,2012,PG-13,80,comedy,US,,tt2461736,7.0,1416.0,2.314,6.2
791,tm66725,Kalakalappu,MOVIE,2012,G,149,comedy,IN,,tt2262126,6.9,1398.0,2.488,6.5
792,tm166740,Chhota Bheem & Krishna in Mayanagari,MOVIE,2011,G,66,fantasy,IN,,tt16235600,8.7,13.0,1.028,5.1
793,tm200838,Chhota Bheem In Dholakpur to Kathmandu,MOVIE,2012,G,70,animation,XX,,tt6442774,7.9,50.0,1.172,7.0
794,ts44064,Drunken to Love You,SHOW,2011,TV-14,46,comedy,TW,1.0,tt2473936,6.5,114.0,3.195,8.0
795,tm169128,An Elf's Story,MOVIE,2011,Not Available,24,scifi,US,,tt2094761,5.1,510.0,2.874,2.7
796,tm172353,Bbuddah Hoga Terra Baap,MOVIE,2011,PG-13,117,thriller,IN,,tt1869296,5.6,2908.0,2.229,5.2
797,tm34746,Luv Shuv Tey Chicken Khurana,MOVIE,2012,PG,140,comedy,IN,,tt2186933,6.6,3925.0,2.564,6.3
798,tm29400,Bwakaw,MOVIE,2012,Not Available,104,drama,PH,,tt2244376,7.1,301.0,0.831,6.2
799,tm53360,Blood Money,MOVIE,2012,PG,110,drama,IN,,tt2246595,5.0,1480.0,31.391,6.1
800,tm180532,Shaitan,MOVIE,2011,PG-13,121,drama,IN,,tt1836912,7.2,8475.0,4.098,6.4
801,tm34142,Department,MOVIE,2012,R,141,action,IN,,tt2186731,3.2,1058.0,2.125,6.0
802,ts27875,Masha's tales,SHOW,2012,TV-Y,5,family,RU,2.0,tt3840498,6.4,92.0,5.32,7.5
803,tm162592,Asmaa,MOVIE,2011,Not Available,96,drama,EG,,tt1826603,8.1,4483.0,2.327,8.3
804,ts41114,The Oath,SHOW,2011,TV-14,44,drama,SG,1.0,tt7131686,7.9,9.0,0.843,
805,tm70652,Thaandavam,MOVIE,2012,Not Available,167,action,IN,,tt2271641,6.1,2034.0,2.596,5.6
806,tm339197,Chota Bheem Aur Ganesh in the Amazing Odyssey,MOVIE,2012,G,65,animation,IN,,tt6356352,7.8,13.0,0.6,
807,tm172211,Question Mark,MOVIE,2011,Not Available,102,drama,ID,,tt1979169,7.0,259.0,1.21,6.0
808,tm1077038,Chhota Bheem: Journey to Petra,MOVIE,2011,G,67,animation,IN,,tt6543194,,,,
809,tm57256,Husbands in Goa,MOVIE,2012,Not Available,150,comedy,IN,,tt2407826,3.8,286.0,1.4,4.4
810,tm529723,Chhota Bheem and the Broken Amulet,MOVIE,2012,Not Available,63,animation,IN,,tt6417816,7.7,17.0,,
811,ts128422,Takki,SHOW,2012,Not Available,16,drama,SA,3.0,tt6052432,6.6,269.0,1.29,8.3
812,tm53829,Blitz Patrollie,MOVIE,2012,Not Available,101,comedy,US,,tt2336284,5.4,145.0,1.96,
813,tm51412,Moshe Kasher: Live in Oakland,MOVIE,2012,Not Available,60,comedy,US,,tt2229301,6.7,332.0,1.654,7.1
814,tm38331,The Mistress,MOVIE,2012,PG-13,125,drama,PH,,tt2389344,6.3,361.0,2.635,5.9
815,tm481620,The Rise of Kirmada,MOVIE,2012,G,68,animation,IN,,tt6543070,8.2,67.0,2.328,8.0
816,tm30278,Vettai,MOVIE,2012,Not Available,150,action,IN,,tt1956697,6.0,2450.0,3.941,6.8
817,tm165932,Muran,MOVIE,2011,Not Available,134,thriller,IN,,tt2053397,6.3,294.0,1.181,6.3
818,tm63368,A World Not Ours,MOVIE,2012,Not Available,93,documentation,PS,,tt2233762,7.8,388.0,1.106,8.0
819,tm161632,Tom Papa: Live in New York City,MOVIE,2011,Not Available,57,comedy,US,,tt1910649,7.2,501.0,2.414,6.1
820,tm182026,Zokkomon,MOVIE,2011,PG,109,drama,IN,,tt1605790,4.0,411.0,1.927,6.8
821,tm235979,My Friend Pinto,MOVIE,2011,PG,115,comedy,IN,,tt1512220,5.3,392.0,1.489,5.0
822,tm946846,Taxi Ballad,MOVIE,2012,Not Available,93,drama,LB,,,,,0.6,
823,tm181366,Here Comes the Rain,MOVIE,2011,Not Available,100,drama,LB,,tt2091312,6.3,63.0,0.88,
824,tm60213,One More Try,MOVIE,2012,Not Available,100,drama,PH,,tt2590280,6.0,203.0,3.235,6.0
825,tm481509,Chhota Bheem Master of Shaolin,MOVIE,2011,G,75,animation,,,tt6442670,6.1,128.0,,
826,tm159623,No Other Woman,MOVIE,2011,Not Available,104,drama,PH,,tt2057445,5.9,311.0,1.583,4.0
827,ts60663,The In-Laws,SHOW,2011,TV-14,44,drama,SG,1.0,tt12199688,,,1.771,
828,tm34646,Sisterakas,MOVIE,2012,Not Available,110,drama,PH,,tt2590214,5.0,285.0,3.424,5.1
829,ts39465,Yours Fatefully,SHOW,2012,TV-14,44,drama,SG,1.0,tt7131690,6.7,15.0,1.796,6.0
830,ts69208,"Love, Now",SHOW,2012,TV-Y,45,drama,TW,1.0,tt6273116,7.5,124.0,1.774,6.5
831,tm224577,Phone Swap,MOVIE,2012,Not Available,111,romance,NG,,tt2198109,6.2,174.0,1.968,5.0
832,tm172504,"Darling, Something's Wrong with Your Head",MOVIE,2011,Not Available,78,war,PS,,tt1670646,6.7,133.0,1.666,5.8
833,ts20110,Peaky Blinders,SHOW,2013,TV-MA,58,european,GB,6.0,tt2442560,8.8,511668.0,1038.077,8.558
834,ts20837,Outlander,SHOW,2014,TV-MA,60,romance,US,6.0,tt3006802,8.4,156114.0,101.42,8.2
835,ts20682,Attack on Titan,SHOW,2013,TV-MA,24,animation,JP,4.0,tt2560140,9.0,325381.0,85.661,8.6
836,ts20824,The Originals,SHOW,2013,TV-14,43,horror,US,5.0,tt2632424,8.3,133406.0,114.436,8.6
837,ts1639,The Blacklist,SHOW,2013,TV-14,43,thriller,US,9.0,tt2741602,8.0,242640.0,227.557,7.6
838,ts20351,Married at First Sight,SHOW,2014,TV-PG,64,reality,US,15.0,tt3868860,6.1,2021.0,15.176,5.6
839,ts11188,The Flash,SHOW,2014,TV-14,42,drama,US,8.0,tt3107288,7.6,341393.0,537.156,7.8
840,tm140389,Paddington,MOVIE,2014,PG,95,fantasy,FR,,tt1109624,7.2,113735.0,34.868,7.1
841,ts20248,Reign,SHOW,2013,TV-14,42,drama,US,4.0,tt2710394,7.5,47751.0,50.864,8.0
842,tm150928,It Follows,MOVIE,2014,R,101,thriller,US,,tt3235888,6.8,236513.0,123.984,6.559
843,tm140877,The Imitation Game,MOVIE,2014,PG-13,113,drama,US,,tt2084970,8.0,756254.0,49.673,8.0
844,ts8146,The 100,SHOW,2014,TV-14,42,action,US,7.0,tt2661044,7.6,245631.0,217.82,7.9
845,tm176864,Rush,MOVIE,2013,R,123,action,US,,tt1979320,8.1,471586.0,29.759,7.7
846,tm151663,Nightcrawler,MOVIE,2014,R,118,crime,US,,tt2872718,7.8,531779.0,57.276,7.7
847,ts16045,Are You The One?,SHOW,2014,TV-14,41,reality,US,8.0,tt3484274,6.4,2528.0,9.479,5.9
848,tm145655,St. Vincent,MOVIE,2014,PG-13,102,drama,US,,tt2170593,7.2,102820.0,18.905,7.1
849,tm160621,The Conjuring,MOVIE,2013,R,112,thriller,US,,tt1457767,7.5,496484.0,221.925,7.533
850,ts20292,Gotham,SHOW,2014,TV-14,43,drama,US,5.0,tt3749900,7.8,227760.0,106.651,7.6
851,tm134967,How to Train Your Dragon 2,MOVIE,2014,PG,102,animation,US,,tt1646971,7.8,330975.0,134.7,7.67
852,tm183523,Oldboy,MOVIE,2013,R,104,action,US,,tt1321511,5.7,75728.0,20.164,5.9
853,ts6,House of Cards,SHOW,2013,TV-MA,52,drama,US,6.0,tt1856010,8.7,497650.0,33.936,8.1
854,tm148147,Big Eyes,MOVIE,2014,PG-13,106,romance,CA,,tt1126590,7.2,51.0,11.98,6.998
855,tm143227,Begin Again,MOVIE,2013,R,104,drama,US,,tt1980929,7.4,155249.0,15.514,7.254
856,ts21374,How to Get Away with Murder,SHOW,2014,TV-14,43,crime,US,6.0,tt3205802,8.1,148643.0,47.891,7.9
857,ts14583,BoJack Horseman,SHOW,2014,TV-MA,26,animation,US,6.0,tt3398228,8.8,148127.0,92.956,8.6
858,tm169719,42,MOVIE,2013,PG-13,128,drama,US,,tt0453562,7.5,94520.0,18.267,7.1
859,tm182429,Olympus Has Fallen,MOVIE,2013,R,120,action,US,,tt2302755,6.5,274270.0,55.607,6.4
860,ts20261,Madam Secretary,SHOW,2014,TV-14,43,war,US,6.0,tt3501074,7.6,22894.0,28.001,6.9
861,tm175843,Dark Skies,MOVIE,2013,PG-13,97,scifi,US,,tt2387433,6.3,75663.0,22.342,6.3
862,tm163686,Blue Jasmine,MOVIE,2013,PG-13,99,european,US,,tt2334873,7.3,201749.0,11.254,7.0
863,ts21367,Jane the Virgin,SHOW,2014,TV-14,42,drama,US,5.0,tt3566726,7.8,46286.0,62.316,7.952
864,ts20108,Henry Danger,SHOW,2014,TV-G,24,scifi,US,5.0,tt3596174,5.6,5450.0,103.628,8.3
865,tm180572,Insidious: Chapter 2,MOVIE,2013,PG-13,106,horror,US,,tt2226417,6.5,169039.0,68.55,6.7
866,tm151807,Creep,MOVIE,2014,R,82,horror,US,,tt2428170,6.3,53408.0,16.301,6.4
867,tm151764,Barefoot,MOVIE,2014,PG-13,90,comedy,US,,tt2355495,6.6,24167.0,9.2,6.6
868,ts20823,Orange Is the New Black,SHOW,2013,TV-MA,59,crime,US,7.0,tt2372162,8.1,298009.0,87.316,7.7
869,tm153284,The Giver,MOVIE,2014,PG-13,97,romance,US,,tt0435651,6.4,118877.0,17.987,6.5
870,ts32218,The Thundermans,SHOW,2013,TV-G,24,comedy,US,4.0,tt2712516,5.6,5525.0,44.482,8.1
871,ts35682,Wentworth,SHOW,2013,TV-MA,46,crime,AU,9.0,tt2433738,8.6,22056.0,32.398,8.1
872,tm165967,Mandela: Long Walk to Freedom,MOVIE,2013,PG-13,141,history,GB,,tt2304771,7.1,27866.0,7.715,6.9
873,ts20791,Z Nation,SHOW,2014,TV-14,43,comedy,US,5.0,tt3843168,6.6,36415.0,66.412,7.2
874,tm161525,The Green Inferno,MOVIE,2013,R,100,horror,US,,tt2403021,5.3,44016.0,32.224,5.7
875,tm168400,Empire State,MOVIE,2013,R,94,drama,US,,tt2171867,5.2,21538.0,39.273,5.4
876,tm161282,Penguins of Madagascar,MOVIE,2014,PG,92,comedy,US,,tt1911658,6.6,89930.0,92.315,6.505
877,ts20280,Marco Polo,SHOW,2014,TV-MA,55,action,US,2.0,tt2189461,8.0,71735.0,22.636,7.4
878,tm148671,A Walk Among the Tombstones,MOVIE,2014,R,113,crime,US,,tt0365907,6.5,121232.0,67.95,6.309
879,tm171042,The Call,MOVIE,2013,R,94,thriller,US,,tt1911644,6.7,121843.0,41.764,6.8
880,tm178712,Scary Movie 5,MOVIE,2013,PG-13,89,comedy,US,,tt0795461,3.5,71405.0,122.985,4.8
881,ts20288,From Dusk Till Dawn: The Series,SHOW,2014,TV-14,45,action,US,3.0,tt3337194,6.9,20132.0,24.329,6.3
882,ts20281,Sofia the First,SHOW,2013,TV-Y,24,family,US,4.0,tt2136138,6.8,2978.0,44.688,7.2
883,tm187279,Philomena,MOVIE,2013,PG-13,97,comedy,GB,,tt2431286,7.6,99647.0,9.752,7.4
884,tm165521,Redemption,MOVIE,2013,R,100,european,US,,,,,52.251,6.2
885,tm141648,Seventh Son,MOVIE,2014,PG-13,102,fantasy,US,,tt1121096,5.5,76939.0,45.215,5.5
886,ts314002,The Seven Deadly Sins,SHOW,2014,TV-14,25,scifi,JP,5.0,tt3909224,7.9,31085.0,25.225,8.503
887,tm176630,The Butler,MOVIE,2013,PG-13,132,european,US,,tt1327773,7.2,114768.0,15.115,7.355
888,ts32060,Sam & Cat,SHOW,2013,TV-G,24,comedy,US,1.0,tt2487090,5.6,9744.0,29.349,7.9
889,tm184608,Texas Chainsaw 3D,MOVIE,2013,R,87,thriller,US,,tt1572315,4.8,49312.0,53.401,5.4
890,tm187979,Cloudy with a Chance of Meatballs 2,MOVIE,2013,PG,95,fantasy,US,,tt1985966,6.3,102071.0,64.17,6.443
891,tm171228,Metallica: Through the Never,MOVIE,2013,R,93,music,US,,tt2172935,7.1,17513.0,14.231,6.8
892,ts2727,Derek,SHOW,2013,TV-MA,27,comedy,GB,3.0,tt2616280,8.1,32622.0,9.295,7.4
893,ts20790,Young & Hungry,SHOW,2014,TV-14,21,comedy,US,5.0,tt2084712,7.3,15780.0,21.126,6.8
894,tm161029,Mr. Peabody & Sherman,MOVIE,2014,PG,92,scifi,US,,tt0864835,6.8,69669.0,37.533,6.7
895,ts20014,Sailor Moon Crystal,SHOW,2014,TV-14,24,family,JP,4.0,tt3124992,7.8,2148.0,47.398,8.2
896,tm181270,The Frozen Ground,MOVIE,2013,R,105,drama,US,,tt2005374,6.4,62972.0,10.449,6.3
897,ts35570,Lovesick,SHOW,2014,TV-MA,25,comedy,GB,3.0,tt4051832,8.0,19899.0,12.802,7.5
898,tm237143,Shrek the Musical,MOVIE,2013,PG-13,130,comedy,US,,tt3070936,6.9,3695.0,14.341,7.2
899,tm181081,The Railway Man,MOVIE,2013,R,116,romance,CH,,tt2058107,7.1,40175.0,8.518,6.9
900,ts20336,Velvet,SHOW,2014,TV-14,57,thriller,ES,4.0,tt2955402,8.1,6115.0,37.631,6.1
901,ts35244,Tiny House Nation,SHOW,2014,TV-PG,43,reality,US,5.0,tt3869500,7.1,1143.0,4.211,7.5
902,tm144121,Get on Up,MOVIE,2014,PG-13,139,music,US,,tt2473602,6.9,24613.0,9.945,6.7
903,ts2161,Angry Birds Toons,SHOW,2013,TV-Y,2,comedy,FI,4.0,tt3012598,6.2,835.0,6.854,6.7
904,ts32271,Shtisel,SHOW,2013,TV-14,49,drama,IL,3.0,tt3069894,8.6,7062.0,14.873,8.4
905,ts20097,Hemlock Grove,SHOW,2013,TV-MA,49,fantasy,US,3.0,tt2309295,7.0,39998.0,22.596,7.3
906,ts22383,Rabbids Invasion,SHOW,2013,TV-Y7,10,european,US,4.0,tt3105674,5.4,1930.0,11.398,6.0
907,tm143642,Who Am I,MOVIE,2014,Not Available,105,crime,DE,,tt4426376,7.5,55044.0,26.737,7.7
908,ts36836,Zach Stone Is Gonna Be Famous,SHOW,2013,TV-PG,20,comedy,US,1.0,tt1748277,8.3,3744.0,3.795,8.5
909,ts22426,The Irregular at Magic High School,SHOW,2014,TV-14,23,fantasy,JP,2.0,tt3874528,7.1,3386.0,46.794,7.9
910,ts42168,Resurrection: Ertugrul,SHOW,2014,TV-14,57,drama,TR,5.0,tt4320258,7.9,36177.0,30.409,7.7
911,tm148976,The Battered Bastards of Baseball,MOVIE,2014,R,80,sport,US,,tt3445270,8.0,4043.0,6.367,7.6
912,ts35282,The Next Step,SHOW,2013,TV-G,24,drama,CA,7.0,tt2374744,6.0,1950.0,9.889,7.2
913,tm136601,Walk of Shame,MOVIE,2014,R,95,comedy,US,,tt2463288,6.0,54465.0,23.897,5.9
914,tm151716,Cowspiracy: The Sustainability Secret,MOVIE,2014,Not Available,90,documentation,US,,tt3302820,8.2,25133.0,6.207,7.8
915,tm166628,The Smurfs 2,MOVIE,2013,PG,105,animation,US,,tt2017020,5.3,42011.0,32.819,5.8
916,tm140342,"I, Frankenstein",MOVIE,2014,PG-13,92,thriller,AU,,tt1418377,5.1,80985.0,22.094,5.3
917,ts20883,"Nicky, Ricky, Dicky & Dawn",SHOW,2014,TV-G,23,comedy,US,4.0,tt3596176,5.1,2642.0,27.683,7.3
918,tm151447,The November Man,MOVIE,2014,R,108,action,US,,tt2402157,6.2,67737.0,19.151,6.1
919,tm147913,PK,MOVIE,2014,PG-13,153,romance,IN,,tt2338151,8.1,181406.0,10.001,7.7
920,ts11794,The Cat in the Hat Knows a Lot About That!,SHOW,2013,TV-Y,19,family,US,3.0,tt1699440,6.4,634.0,5.109,7.8
921,ts98110,Dreamworks How to Train Your Dragon Legends,SHOW,2013,Not Available,23,animation,US,1.0,tt6963396,7.3,273.0,,
922,ts22445,The Heirs,SHOW,2013,Not Available,59,comedy,KR,1.0,tt3243098,7.5,10653.0,44.966,7.8
923,tm469911,Bonnie & Clyde,MOVIE,2013,PG-13,240,european,AT,,tt2374851,,,0.933,7.5
924,tm149038,Bill Burr: I'm Sorry You Feel That Way,MOVIE,2014,Not Available,80,comedy,US,,tt3823690,8.3,8084.0,6.745,7.6
925,tm161562,Copenhagen,MOVIE,2014,Not Available,98,drama,US,,tt2459156,7.0,13233.0,5.982,6.7
926,ts34066,Mako: Island of Secrets,SHOW,2013,TV-G,25,action,AU,4.0,tt2548214,6.7,4015.0,41.013,7.6
927,ts521,Black Ink Crew New York,SHOW,2013,TV-14,43,reality,US,10.0,tt10590068,4.6,468.0,7.659,8.5
928,tm71148,Thanks for Sharing,MOVIE,2013,R,112,romance,US,,tt1932718,6.4,28396.0,9.986,5.9
929,tm156811,Queen,MOVIE,2014,PG-13,146,drama,IN,,tt3322420,8.1,65418.0,8.434,7.4
930,ts82979,Talking Tom and Friends,SHOW,2014,TV-G,14,comedy,US,5.0,tt4648640,6.1,411.0,22.213,8.2
931,ts33590,The Haunted Hathaways,SHOW,2013,TV-G,24,fantasy,US,2.0,tt2535732,5.0,2538.0,17.079,7.1
932,tm138431,Virunga,MOVIE,2014,Not Available,90,war,CD,,tt3455224,8.2,11476.0,5.962,8.0
933,tm144046,Jackass Presents: Bad Grandpa .5,MOVIE,2013,PG-13,86,comedy,US,,tt3766424,6.3,,11.742,5.9
934,ts33840,Nagi-Asu: A Lull in the Sea,SHOW,2013,TV-14,23,romance,JP,2.0,tt3104236,7.3,1165.0,12.324,7.5
935,tm171965,Mike Birbiglia: My Girlfriend's Boyfriend,MOVIE,2013,Not Available,75,comedy,US,,tt2937390,8.0,3331.0,3.358,7.5
936,tm157085,Effie Gray,MOVIE,2014,PG-13,104,romance,GB,,tt1605798,6.0,5596.0,6.142,5.9
937,tm185208,Elena,MOVIE,2013,PG-13,82,european,BR,,tt2475154,7.6,1823.0,4.427,7.4
938,tm180599,The Haunting in Connecticut 2: Ghosts of Georgia,MOVIE,2013,R,101,thriller,US,,tt1457765,5.2,17264.0,27.261,5.8
939,ts58137,Pac-Man and the Ghostly Adventures,SHOW,2013,TV-Y7,22,fantasy,CA,3.0,tt2392179,4.6,678.0,13.763,7.4
940,tm154797,The Nut Job,MOVIE,2014,PG,85,comedy,CA,,tt1821658,5.7,28484.0,20.859,5.7
941,ts20709,Yowamushi Pedal,SHOW,2013,TV-14,25,comedy,JP,4.0,tt2943280,7.7,824.0,23.065,7.3
942,ts10206,Ever After High,SHOW,2013,TV-Y7,29,action,CA,5.0,tt3312378,7.7,1184.0,28.659,7.8
943,ts154625,Dérapages,SHOW,2014,Not Available,53,drama,FR,2.0,tt12101170,7.9,14.0,8.389,6.9
944,ts37187,Senora Acero,SHOW,2014,TV-MA,43,drama,US,5.0,tt3904068,6.8,387.0,139.363,7.8
945,ts53641,Lalaloopsy,SHOW,2013,TV-Y,23,animation,US,3.0,tt2827502,6.5,104.0,0.939,4.0
946,tm148910,Haider,MOVIE,2014,PG-13,150,thriller,IN,,tt3390572,8.1,54709.0,7.372,7.1
947,tm182275,Omar,MOVIE,2013,Not Available,96,romance,PS,,tt2852406,7.5,14318.0,0.6,7.2
948,tm152904,Tom Segura: Completely Normal,MOVIE,2014,Not Available,74,documentation,US,,tt3500822,7.7,2663.0,3.08,7.2
949,tm172710,We Steal Secrets: The Story of WikiLeaks,MOVIE,2013,R,127,documentation,US,,tt1824254,6.9,7934.0,6.159,6.6
950,tm143757,Search Party,MOVIE,2014,R,93,comedy,US,,tt2758904,5.6,7840.0,7.116,5.4
951,ts35628,Some Assembly Required,SHOW,2014,TV-G,24,reality,CA,4.0,tt2931868,8.5,22.0,12.121,6.8
952,ts57744,Miniforce,SHOW,2014,TV-Y7,13,animation,KR,8.0,,,,4.796,6.0
953,ts58010,VeggieTales in the House,SHOW,2014,TV-G,18,family,US,4.0,tt3692064,4.2,311.0,5.953,5.5
954,tm143372,Stand by Me Doraemon,MOVIE,2014,G,90,comedy,JP,,tt3331846,7.3,7989.0,65.668,7.339
955,ts21368,Black Money Love,SHOW,2014,TV-MA,76,action,TR,2.0,tt3565486,7.4,6167.0,24.363,8.2
956,tm167944,Berserk: The Golden Age Arc III - The Advent,MOVIE,2013,NC-17,110,fantasy,JP,,tt2358913,7.8,10173.0,41.099,7.6
957,tm187390,The Square,MOVIE,2013,Not Available,88,history,US,,tt2486682,8.1,8949.0,5.434,7.8
958,tm143363,2 States,MOVIE,2014,PG,149,romance,IN,,tt2372678,6.9,25656.0,9.483,6.6
959,ts88394,Moving Art,SHOW,2014,Not Available,28,documentation,US,3.0,tt6953912,8.6,454.0,1.4,6.3
960,ts36127,Turbo FAST,SHOW,2013,TV-PG,19,action,US,3.0,tt3010520,6.3,613.0,7.35,8.7
961,tm458034,BoJack Horseman Christmas Special,MOVIE,2014,Not Available,25,,US,,,,,1.566,7.1
962,ts3799,All Hail King Julien,SHOW,2014,TV-Y7,23,fantasy,US,5.0,tt3807022,7.0,2042.0,26.409,6.9
963,tm171929,The Short Game,MOVIE,2013,PG,100,documentation,US,,tt2466830,7.3,1570.0,3.553,7.3
964,tm155291,Highway,MOVIE,2014,PG-13,133,romance,IN,,tt2980794,7.6,28688.0,6.553,7.3
965,tm180643,Jinxed,MOVIE,2013,G,70,comedy,CA,,tt2934844,6.3,1488.0,6.357,6.7
966,tm139617,Dragons: Dawn Of The Dragon Racers,MOVIE,2014,Not Available,26,animation,US,,,,,41.761,7.2
967,ts16117,20 Minutes,SHOW,2013,TV-MA,46,action,TR,1.0,tt2544148,7.1,1730.0,2.294,8.0
968,tm182969,Dabbe: The Possession,MOVIE,2013,Not Available,120,horror,TR,,tt3069758,6.8,5831.0,5.475,6.0
969,tm215339,Ralphie May: Imperfectly Yours,MOVIE,2013,Not Available,69,comedy,US,,tt3219820,5.4,154.0,2.254,5.0
970,tm151927,Mary Kom,MOVIE,2014,PG-13,122,history,IN,,tt3001638,6.8,10769.0,4.917,7.1
971,tm139922,"The Other One: The Long, Strange Trip of Bob Weir",MOVIE,2014,Not Available,85,documentation,US,,tt3692768,7.3,1677.0,1.52,7.3
972,tm185797,Fukrey,MOVIE,2013,PG-13,137,comedy,IN,,tt2806788,6.9,11780.0,4.383,6.8
973,tm174289,Free Birds,MOVIE,2013,PG,91,scifi,US,,tt1621039,5.8,24140.0,17.211,5.9
974,tm181092,Race 2,MOVIE,2013,Not Available,150,thriller,IN,,tt1375789,5.3,16455.0,4.49,5.6
975,ts20781,Incomplete Life,SHOW,2014,TV-14,73,drama,KR,1.0,tt4240730,8.5,1987.0,6.909,9.1
976,tm180802,LEGO Marvel Super Heroes: Maximum Overload,MOVIE,2013,PG,20,animation,US,,,,,10.788,6.2
977,tm183706,Birth Reborn,MOVIE,2013,Not Available,91,family,BR,,tt2974412,7.8,252.0,1.248,6.8
978,tm168685,The Berlin File,MOVIE,2013,Not Available,120,thriller,KR,,tt2357377,6.6,7198.0,7.911,6.7
979,tm199408,Monty Python: The Meaning of Live,MOVIE,2014,Not Available,96,comedy,GB,,tt4256544,7.6,598.0,1.714,7.4
980,tm140911,Imperial Dreams,MOVIE,2014,Not Available,87,drama,US,,tt3331028,6.7,4509.0,5.371,6.5
981,tm148597,Monty Python: Live (Mostly),MOVIE,2014,R,138,documentation,GB,,tt3872778,7.6,2623.0,3.875,7.1
982,ts76743,Dokidoki! PreCure,SHOW,2013,TV-G,23,drama,JP,2.0,tt4621212,6.2,195.0,9.028,8.0
983,ts83239,Booba,SHOW,2014,Not Available,4,animation,RU,4.0,tt6581428,6.9,392.0,10.547,7.0
984,tm144021,LEGO DC Comics Super Heroes: Batman Be-Leaguered,MOVIE,2014,Not Available,22,scifi,US,,tt4189294,6.5,1340.0,12.506,6.9
985,tm148457,Hasee Toh Phasee,MOVIE,2014,PG-13,141,romance,IN,,tt3173910,6.8,15152.0,6.166,6.7
986,ts75104,Zbrodnia,SHOW,2014,TV-MA,45,action,PL,2.0,tt4173216,6.2,692.0,2.675,6.3
987,tm148662,The Boss: Anatomy of a Crime,MOVIE,2014,Not Available,98,drama,VE,,tt3854234,7.3,2156.0,25.309,7.8
988,ts34074,"That Winter, the Wind Blows",SHOW,2013,TV-MA,63,drama,KR,1.0,tt2806646,7.6,1836.0,5.05,7.5
989,tm181550,Once Upon a Time in Mumbai Dobaara!,MOVIE,2013,Not Available,160,action,IN,,tt1891884,4.4,7204.0,3.627,5.5
990,tm149914,Jim Jefferies: Bare,MOVIE,2014,R,76,comedy,US,,tt3958494,8.0,5461.0,6.947,7.5
991,tm145627,Pizza,MOVIE,2014,Not Available,107,thriller,IN,,tt3794302,6.2,1313.0,2.54,4.6
992,tm186161,Boss,MOVIE,2013,PG-13,143,drama,IN,,tt2571140,5.1,11159.0,3.181,5.7
993,tm183002,Madras Cafe,MOVIE,2013,PG-13,130,drama,IN,,tt2855648,7.6,24506.0,7.356,6.6
994,ts122290,Dharmakshetra,SHOW,2014,TV-14,44,drama,IN,1.0,tt6803712,8.3,273.0,1.243,10.0
995,ts75833,Masha's Spooky Stories,SHOW,2014,TV-Y,5,family,RU,1.0,tt6979430,6.2,67.0,6.738,5.5
996,tm158302,Ankhon Dekhi,MOVIE,2014,Not Available,104,drama,IN,,tt3614516,8.0,11330.0,4.013,6.9
997,tm182322,Kai Po Che!,MOVIE,2013,Not Available,126,sport,IN,,tt2213054,7.7,36784.0,6.691,7.0
998,tm157062,Anjaan,MOVIE,2014,Not Available,170,thriller,IN,,tt3563156,5.3,5018.0,4.673,5.8
999,tm186054,ABCD,MOVIE,2013,PG-13,136,music,IN,,tt2321163,6.3,6960.0,3.347,6.1
